RallyId,Player1Won,dataset_split,position,shot,prefix_sequence,win_probability_after_shot,delta_vs_previous_shot,cumulative_delta_vs_first_shot
5_9,1,train,12,Drive,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive,0.4833,0.0015,-0.0008
5_9,1,train,13,Drive,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive,0.485,0.0017,0.0009
5_9,1,train,14,Drive,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive,0.4868,0.0018,0.0027
5_9,1,train,15,Lift,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift,0.4898,0.003,0.0057
5_9,1,train,16,Smash,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift -> Smash,0.491,0.0012,0.0069
5_9,1,train,17,Lift,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift -> Smash -> Lift,0.4933,0.0024,0.0092
5_9,1,train,18,Drop,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift -> Smash -> Lift -> Drop,0.4961,0.0028,0.0121
5_9,1,train,19,Lift,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift -> Smash -> Lift -> Drop -> Lift,0.4978,0.0017,0.0137
5_9,1,train,20,Smash,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift -> Smash -> Lift -> Drop -> Lift -> Smash,0.4983,0.0005,0.0142
5_9,1,train,21,Smash,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift -> Smash -> Lift -> Drop -> Lift -> Smash -> Smash,0.4987,0.0004,0.0146
5_9,1,train,22,Drop,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift -> Smash -> Lift -> Drop -> Lift -> Smash -> Smash -> Drop,0.5,0.0013,0.0159
5_9,1,train,23,Lift,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift -> Smash -> Lift -> Drop -> Lift -> Smash -> Smash -> Drop -> Lift,0.5007,0.0006,0.0166
5_9,1,train,24,Drive,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift -> Smash -> Lift -> Drop -> Lift -> Smash -> Smash -> Drop -> Lift -> Drive,0.5007,0.0001,0.0167
5_9,1,train,25,Smash,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift -> Smash -> Lift -> Drop -> Lift -> Smash -> Smash -> Drop -> Lift -> Drive -> Smash,0.5007,-0.0001,0.0166
5_9,1,train,26,Serve,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift -> Smash -> Lift -> Drop -> Lift -> Smash -> Smash -> Drop -> Lift -> Drive -> Smash -> Serve,0.5021,0.0014,0.018
5_9,1,train,27,Lift,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift -> Smash -> Lift -> Drop -> Lift -> Smash -> Smash -> Drop -> Lift -> Drive -> Smash -> Serve -> Lift,0.5022,0.0001,0.0181
5_9,1,train,28,Drop,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift -> Smash -> Lift -> Drop -> Lift -> Smash -> Smash -> Drop -> Lift -> Drive -> Smash -> Serve -> Lift -> Drop,0.5027,0.0005,0.0186
5_9,1,train,29,Smash,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift -> Smash -> Lift -> Drop -> Lift -> Smash -> Smash -> Drop -> Lift -> Drive -> Smash -> Serve -> Lift -> Drop -> Smash,0.5025,-0.0002,0.0184
5_9,1,train,30,Drive,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift -> Smash -> Lift -> Drop -> Lift -> Smash -> Smash -> Drop -> Lift -> Drive -> Smash -> Serve -> Lift -> Drop -> Smash -> Drive,0.5023,-0.0002,0.0182
5_9,1,train,31,Lift,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift -> Smash -> Lift -> Drop -> Lift -> Smash -> Smash -> Drop -> Lift -> Drive -> Smash -> Serve -> Lift -> Drop -> Smash -> Drive -> Lift,0.5025,0.0002,0.0184
5_9,1,train,32,Drive,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift -> Smash -> Lift -> Drop -> Lift -> Smash -> Smash -> Drop -> Lift -> Drive -> Smash -> Serve -> Lift -> Drop -> Smash -> Drive -> Lift -> Drive,0.5024,-0.0002,0.0183
5_9,1,train,33,Drive,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift -> Smash -> Lift -> Drop -> Lift -> Smash -> Smash -> Drop -> Lift -> Drive -> Smash -> Serve -> Lift -> Drop -> Smash -> Drive -> Lift -> Drive -> Drive,0.5022,-0.0002,0.0181
5_9,1,train,34,Lift,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift -> Smash -> Lift -> Drop -> Lift -> Smash -> Smash -> Drop -> Lift -> Drive -> Smash -> Serve -> Lift -> Drop -> Smash -> Drive -> Lift -> Drive -> Drive -> Lift,0.5024,0.0002,0.0183
5_9,1,train,35,Smash,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift -> Smash -> Lift -> Drop -> Lift -> Smash -> Smash -> Drop -> Lift -> Drive -> Smash -> Serve -> Lift -> Drop -> Smash -> Drive -> Lift -> Drive -> Drive -> Lift -> Smash,0.5022,-0.0002,0.0181
5_9,1,train,36,Miss,Smash -> Drop -> Drive -> Lift -> Drop -> Drive -> Drop -> Clear -> Drop -> Drop -> Lift -> Drive -> Drive -> Drive -> Lift -> Smash -> Lift -> Drop -> Lift -> Smash -> Smash -> Drop -> Lift -> Drive -> Smash -> Serve -> Lift -> Drop -> Smash -> Drive -> Lift -> Drive -> Drive -> Lift -> Smash -> Miss,0.5025,0.0002,0.0184
6_1,1,train,1,Serve,Serve,0.4471,0.0,0.0
6_1,1,train,2,Lift,Serve -> Lift,0.4461,-0.001,-0.001
6_1,1,train,3,Drop,Serve -> Lift -> Drop,0.4452,-0.0009,-0.0019
6_1,1,train,4,Drive,Serve -> Lift -> Drop -> Drive,0.4397,-0.0055,-0.0074
6_1,1,train,5,Lift,Serve -> Lift -> Drop -> Drive -> Lift,0.441,0.0014,-0.0061
6_1,1,train,6,Drive,Serve -> Lift -> Drop -> Drive -> Lift -> Drive,0.4406,-0.0005,-0.0066
6_1,1,train,7,Smash,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash,0.4433,0.0027,-0.0038
6_1,1,train,8,Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop,0.4501,0.0068,0.0029
6_1,1,train,9,Clear,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear,0.4603,0.0102,0.0132
6_1,1,train,10,Smash,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash,0.4626,0.0023,0.0155
6_1,1,train,11,Serve,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve,0.4725,0.01,0.0254
6_1,1,train,12,Clear,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear,0.4773,0.0047,0.0302
6_1,1,train,13,Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop,0.4821,0.0049,0.035
6_1,1,train,14,Lift,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift,0.4852,0.0031,0.0381
6_1,1,train,15,Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop,0.4893,0.0041,0.0422
6_1,1,train,16,Drive,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive,0.4908,0.0014,0.0436
6_1,1,train,17,Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop,0.4941,0.0034,0.047
6_1,1,train,18,Lift,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift,0.4963,0.0021,0.0491
6_1,1,train,19,Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop,0.4989,0.0027,0.0518
6_1,1,train,20,Drive,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive,0.4998,0.0009,0.0527
6_1,1,train,21,Drive,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive,0.5006,0.0008,0.0535
6_1,1,train,22,Lift,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift,0.5018,0.0011,0.0546
6_1,1,train,23,Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop,0.5032,0.0015,0.0561
6_1,1,train,24,Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop,0.5044,0.0012,0.0573
6_1,1,train,25,Lift,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift,0.5051,0.0006,0.0579
6_1,1,train,26,Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop,0.5059,0.0009,0.0588
6_1,1,train,27,Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop,0.5067,0.0007,0.0595
6_1,1,train,28,Lift,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift,0.507,0.0003,0.0598
6_1,1,train,29,Drive,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive,0.5069,-0.0001,0.0597
6_1,1,train,30,Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop,0.5073,0.0005,0.0602
6_1,1,train,31,Clear,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear,0.5079,0.0006,0.0608
6_1,1,train,32,Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop,0.5084,0.0005,0.0613
6_1,1,train,33,Cross Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop,0.5092,0.0008,0.0621
6_1,1,train,34,Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop,0.5097,0.0005,0.0626
6_1,1,train,35,Smash,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash,0.5095,-0.0002,0.0624
6_1,1,train,36,Drive,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive,0.5093,-0.0002,0.0622
6_1,1,train,37,Drive,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive,0.5092,-0.0001,0.0621
6_1,1,train,38,Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop,0.51,0.0008,0.0628
6_1,1,train,39,Smash,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash,0.5099,-0.0001,0.0628
6_1,1,train,40,Lift,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift,0.5104,0.0005,0.0633
6_1,1,train,41,Clear,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift -> Clear,0.5107,0.0003,0.0636
6_1,1,train,42,Cross Drop,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift -> Clear -> Cross Drop,0.5111,0.0004,0.064
6_1,1,train,43,Smash,Serve -> Lift -> Drop -> Drive -> Lift -> Drive -> Smash -> Drop -> Clear -> Smash -> Serve -> Clear -> Drop -> Lift -> Drop -> Drive -> Drop -> Lift -> Drop -> Drive -> Drive -> Lift -> Drop -> Drop -> Lift -> Drop -> Drop -> Lift -> Drive -> Drop -> Clear -> Drop -> Cross Drop -> Drop -> Smash -> Drive -> Drive -> Drop -> Smash -> Lift -> Clear -> Cross Drop -> Smash,0.5111,-0.0,0.064
